0.000000 	 2.000000
0.010000 	 3.812419
0.020000 	 5.186883
0.030000 	 6.185526
0.040000 	 6.864329
0.050000 	 7.273564
0.060000 	 7.458219
0.070000 	 7.458386
0.080000 	 7.309645
0.090000 	 7.043416
0.100000 	 6.687296
0.110000 	 6.265371
0.120000 	 5.798522
0.130000 	 5.304698
0.140000 	 4.799186
0.150000 	 4.294851
0.160000 	 3.802378
0.170000 	 3.330479
0.180000 	 2.886102
0.190000 	 2.474619
0.200000 	 2.100000
0.210000 	 1.764979
0.220000 	 1.471204
0.230000 	 1.219380
0.240000 	 1.009396
0.250000 	 0.840445
0.260000 	 0.711135
0.270000 	 0.619588
0.280000 	 0.563532
0.290000 	 0.540385
0.300000 	 0.547327
0.310000 	 0.581375
0.320000 	 0.639437
0.330000 	 0.718369
0.340000 	 0.815024
0.350000 	 0.926294
0.360000 	 1.049146
0.370000 	 1.180653
0.380000 	 1.318025
0.390000 	 1.458627
0.400000 	 1.600000
0.410000 	 1.739875
0.420000 	 1.876185
0.430000 	 2.007072
0.440000 	 2.130893
0.450000 	 2.246220
0.460000 	 2.351843
0.470000 	 2.446768
0.480000 	 2.530208
0.490000 	 2.601583
0.500000 	 2.660506
0.510000 	 2.706783
0.520000 	 2.740391
0.530000 	 2.761479
0.540000 	 2.770347
0.550000 	 2.767438
0.560000 	 2.753325
0.570000 	 2.728693
0.580000 	 2.694332
0.590000 	 2.651118
0.600000 	 2.600000
0.610000 	 2.541989
0.620000 	 2.478140
0.630000 	 2.409544
0.640000 	 2.337309
0.650000 	 2.262553
0.660000 	 2.186389
0.670000 	 2.109912
0.680000 	 2.034195
0.690000 	 1.960269
0.700000 	 1.889124
0.710000 	 1.821692
0.720000 	 1.758843
0.730000 	 1.701377
0.740000 	 1.650020
0.750000 	 1.605415
0.760000 	 1.568119
0.770000 	 1.538601
0.780000 	 1.517237
0.790000 	 1.504308
0.800000 	 1.500000
0.810000 	 1.504404
0.820000 	 1.517514
0.830000 	 1.539231
0.840000 	 1.569364
0.850000 	 1.607633
0.860000 	 1.653670
0.870000 	 1.707027
0.880000 	 1.767177
0.890000 	 1.833524
0.900000 	 1.905403
0.910000 	 1.982090
0.920000 	 2.062809
0.930000 	 2.146735
0.940000 	 2.233008
0.950000 	 2.320734
0.960000 	 2.409000
0.970000 	 2.496874
0.980000 	 2.583421
0.990000 	 2.667708
1.000000 	 2.748810
1.010000 	 2.825823
1.020000 	 2.897870
1.030000 	 2.964110
1.040000 	 3.023745
1.050000 	 3.076026
1.060000 	 3.120266
1.070000 	 3.155842
1.080000 	 3.182201
1.090000 	 3.198872
1.100000 	 3.205466
1.110000 	 3.201684
1.120000 	 3.187319
1.130000 	 3.162262
1.140000 	 3.126507
1.150000 	 3.080148
1.160000 	 3.023386
1.170000 	 2.956525
1.180000 	 2.879979
1.190000 	 2.794264
1.200000 	 2.700000
1.210000 	 2.597910
1.220000 	 2.488812
1.230000 	 2.373621
1.240000 	 2.253338
1.250000 	 2.129046
1.260000 	 2.001906
1.270000 	 1.873146
1.280000 	 1.744051
1.290000 	 1.615958
1.300000 	 1.490242
1.310000 	 1.368306
1.320000 	 1.251569
1.330000 	 1.141456
1.340000 	 1.039379
1.350000 	 0.946727
1.360000 	 0.864854
1.370000 	 0.795057
1.380000 	 0.738567
1.390000 	 0.696532
1.400000 	 0.670000
1.410000 	 0.659903
1.420000 	 0.667042
1.430000 	 0.692072
1.440000 	 0.735485
1.450000 	 0.797594
1.460000 	 0.878523
1.470000 	 0.978186
1.480000 	 1.096281
1.490000 	 1.232273
1.500000 	 1.385383
1.510000 	 1.554583
1.520000 	 1.738583
1.530000 	 1.935829
1.540000 	 2.144493
1.550000 	 2.362478
1.560000 	 2.587413
1.570000 	 2.816660
1.580000 	 3.047316
1.590000 	 3.276228
1.600000 	 3.500000
1.610000 	 3.715015
1.620000 	 3.917452
1.630000 	 4.103315
1.640000 	 4.268460
1.650000 	 4.408634
1.660000 	 4.519513
1.670000 	 4.596751
1.680000 	 4.636029
1.690000 	 4.633122
1.700000 	 4.583961
1.710000 	 4.484707
1.720000 	 4.331837
1.730000 	 4.122231
1.740000 	 3.853275
1.750000 	 3.522968
1.760000 	 3.130043
1.770000 	 2.674093
1.780000 	 2.155716
1.790000 	 1.576662
1.800000 	 0.940000
1.810000 	 0.250294
1.820000 	 -0.486209
1.830000 	 -1.261375
1.840000 	 -2.064963
1.850000 	 -2.884397
1.860000 	 -3.704512
1.870000 	 -4.507293
1.880000 	 -5.271591
1.890000 	 -5.972826
1.900000 	 -6.582663
1.910000 	 -7.068681
1.920000 	 -7.394010
1.930000 	 -7.516959
1.940000 	 -7.390607
1.950000 	 -6.962389
1.960000 	 -6.173647
1.970000 	 -4.959159
1.980000 	 -3.246647
1.990000 	 -0.956255
